elapsed_sec,pitch_accel,pitch_gyro,pitch_kalman,roll_accel,roll_gyro,roll_kalman
4.30,1.788,0.019,0.053,3.195,0.007,0.074
4.31,1.891,0.019,0.055,3.439,0.008,0.079
4.32,1.691,0.018,0.056,3.479,0.008,0.083
4.33,1.576,0.020,0.060,3.500,0.008,0.087
4.34,1.714,0.021,0.063,3.629,0.006,0.089
4.35,1.698,0.024,0.068,3.248,0.007,0.093
4.36,1.777,0.023,0.069,3.736,0.007,0.098
4.37,1.737,0.022,0.070,3.988,0.004,0.100
4.38,1.786,0.023,0.073,3.604,0.003,0.104
4.39,1.562,0.023,0.075,3.495,0.004,0.110
4.40,1.725,0.022,0.076,3.636,0.004,0.115
4.41,1.458,0.021,0.078,3.519,0.003,0.119
4.42,2.041,0.022,0.081,3.377,0.002,0.123
4.43,1.538,0.022,0.084,3.288,0.003,0.128
4.44,1.684,0.022,0.087,3.221,0.003,0.134
4.45,1.668,0.022,0.090,3.303,0.005,0.140
4.46,1.827,0.022,0.092,3.101,0.004,0.145
4.47,1.468,0.024,0.097,3.079,0.003,0.149
4.48,1.465,0.025,0.100,3.621,0.004,0.156
4.49,1.469,0.023,0.101,3.449,0.005,0.163
4.50,1.615,0.023,0.104,3.487,0.004,0.168
4.51,1.708,0.023,0.106,3.309,0.004,0.174
4.52,2.018,0.024,0.111,3.828,0.004,0.182
4.53,1.851,0.024,0.114,3.276,0.005,0.189
4.54,1.779,0.022,0.116,3.206,0.006,0.197
4.55,1.768,0.023,0.121,3.452,0.005,0.203
4.56,1.587,0.023,0.124,3.434,0.004,0.209
4.57,1.649,0.023,0.128,3.373,0.004,0.216
4.58,1.750,0.023,0.132,3.687,0.001,0.220
4.59,1.914,0.022,0.135,3.586,-0.003,0.225
4.60,1.827,0.022,0.138,3.411,-0.002,0.234
4.61,1.640,0.020,0.141,3.539,-0.003,0.241
4.62,1.906,0.020,0.145,3.620,-0.003,0.250
4.63,2.186,0.020,0.151,3.573,-0.005,0.256
4.64,1.568,0.020,0.154,3.737,-0.006,0.265
4.65,1.654,0.022,0.160,3.469,-0.007,0.272
4.66,2.084,0.021,0.165,3.595,-0.007,0.281
4.67,1.895,0.023,0.171,3.172,-0.008,0.290
4.68,1.524,0.025,0.177,3.364,-0.007,0.300
4.69,1.574,0.025,0.181,3.727,-0.007,0.310
4.70,1.771,0.024,0.186,3.510,-0.007,0.320
4.72,1.460,0.024,0.190,2.958,-0.008,0.327
4.73,1.730,0.024,0.195,3.436,-0.008,0.337
4.74,1.649,0.024,0.200,3.669,-0.009,0.348
4.74,1.540,0.025,0.206,3.485,-0.009,0.359
4.75,1.519,0.023,0.209,3.191,-0.009,0.368
4.76,1.884,0.022,0.214,3.699,-0.008,0.380
4.78,1.821,0.022,0.219,3.183,-0.010,0.390
4.79,1.341,0.020,0.222,3.535,-0.009,0.402
4.80,1.963,0.021,0.229,3.280,-0.009,0.413
4.81,1.743,0.021,0.235,3.412,-0.010,0.423
4.82,1.229,0.020,0.238,3.183,-0.010,0.434
4.82,1.594,0.024,0.248,3.115,-0.022,0.434
4.83,1.725,0.029,0.259,3.472,-0.039,0.429
4.85,1.553,0.031,0.266,3.208,-0.045,0.436
4.86,2.477,0.035,0.280,2.306,-0.051,0.439
4.87,2.269,0.037,0.290,3.212,-0.038,0.463
4.88,0.605,0.040,0.295,3.230,-0.029,0.486
4.89,1.537,0.035,0.296,3.257,-0.007,0.520
4.90,1.350,0.037,0.303,4.387,0.008,0.552
4.91,1.993,0.036,0.310,3.947,0.010,0.570
4.91,2.638,0.037,0.322,4.127,0.009,0.585
4.93,1.680,0.040,0.331,3.745,0.011,0.603
4.94,2.251,0.040,0.341,3.549,0.011,0.618
4.95,1.902,0.041,0.349,3.457,0.010,0.631
4.96,1.317,0.041,0.354,3.370,0.010,0.646
4.97,2.134,0.040,0.363,3.738,0.010,0.662
4.98,1.821,0.039,0.370,3.459,0.009,0.677
4.99,1.316,0.036,0.373,3.066,0.010,0.692
5.00,1.756,0.036,0.380,3.483,0.012,0.709
5.01,1.937,0.036,0.389,3.119,0.012,0.724
5.02,1.348,0.035,0.395,3.226,0.012,0.739
5.03,1.722,0.035,0.403,3.640,0.010,0.754
5.04,2.053,0.035,0.412,3.568,0.011,0.773
5.05,1.368,0.034,0.418,3.129,0.011,0.788
5.06,1.417,0.033,0.424,3.356,0.011,0.804
5.07,1.915,0.033,0.433,3.463,0.011,0.821
5.08,1.770,0.033,0.442,3.710,0.012,0.841
5.09,1.427,0.032,0.448,3.142,0.013,0.858
5.10,1.560,0.033,0.458,3.138,0.014,0.876
5.11,1.771,0.033,0.466,3.617,0.013,0.893
5.12,1.488,0.031,0.472,3.421,0.013,0.911
5.13,1.410,0.030,0.478,3.158,0.014,0.929
5.14,1.579,0.029,0.486,3.632,0.015,0.949
5.15,1.902,0.031,0.498,3.278,0.013,0.965
5.16,1.475,0.034,0.509,3.475,0.014,0.985
5.17,1.704,0.036,0.520,3.503,0.016,1.006
5.18,1.631,0.036,0.529,3.345,0.017,1.026
5.19,1.569,0.036,0.538,3.513,0.018,1.046
5.20,1.562,0.036,0.546,3.390,0.018,1.066
5.21,1.612,0.035,0.554,3.490,0.017,1.085
5.22,1.658,0.034,0.563,3.452,0.015,1.103
5.23,1.633,0.036,0.574,3.553,0.014,1.123
5.24,1.702,0.037,0.585,3.195,0.014,1.141
5.25,1.436,0.035,0.591,3.610,0.015,1.164
5.26,1.209,0.037,0.600,3.314,0.014,1.182
5.27,1.658,0.037,0.609,3.452,0.014,1.203
5.28,1.790,0.038,0.621,3.442,0.013,1.223
5.29,1.595,0.036,0.628,3.451,0.013,1.244
5.30,1.418,0.036,0.637,3.409,0.014,1.266
5.31,1.601,0.036,0.646,3.684,0.014,1.288
5.32,1.984,0.039,0.661,3.477,0.016,1.311
5.33,1.634,0.040,0.673,3.569,0.016,1.333
5.34,1.668,0.042,0.684,3.478,0.015,1.353
5.35,1.689,0.041,0.694,3.305,0.014,1.373
5.36,1.777,0.041,0.705,3.520,0.013,1.395
5.37,1.903,0.040,0.715,3.508,0.014,1.418
5.38,1.523,0.039,0.724,3.631,0.014,1.441
5.39,1.654,0.041,0.736,3.642,0.014,1.464
5.40,1.522,0.042,0.747,3.409,0.013,1.486
5.41,1.527,0.043,0.757,3.407,0.014,1.508
5.42,1.568,0.042,0.766,3.652,0.014,1.532
5.43,1.413,0.042,0.775,3.420,0.015,1.555
5.44,1.725,0.041,0.785,3.517,0.016,1.578
5.45,1.863,0.043,0.799,3.307,0.017,1.601
5.46,1.649,0.044,0.810,3.379,0.017,1.623
5.47,1.466,0.044,0.819,3.529,0.017,1.646
5.48,1.754,0.043,0.830,3.560,0.018,1.670
5.49,1.734,0.044,0.841,3.205,0.018,1.692
5.50,1.758,0.043,0.852,3.453,0.019,1.715
5.51,1.614,0.046,0.865,3.439,0.019,1.737
5.52,1.683,0.048,0.878,3.388,0.018,1.759
5.53,1.634,0.047,0.887,3.692,0.017,1.783
5.54,1.387,0.048,0.897,3.712,0.018,1.809
5.55,1.782,0.049,0.909,3.565,0.019,1.835
5.56,1.585,0.050,0.921,3.453,0.019,1.858
5.57,1.637,0.048,0.929,3.256,0.021,1.880
5.58,1.867,0.048,0.941,3.438,0.022,1.904
5.59,1.893,0.049,0.956,3.468,0.022,1.927
5.60,1.891,0.049,0.968,3.488,0.023,1.951
5.61,1.578,0.048,0.977,3.402,0.024,1.974
5.62,1.656,0.049,0.988,3.504,0.025,1.998
5.63,1.582,0.048,0.998,3.237,0.025,2.019
5.64,1.539,0.048,1.007,2.935,0.024,2.037
5.65,1.465,0.047,1.015,3.647,0.024,2.062
5.66,1.537,0.047,1.025,3.410,0.024,2.083
5.67,1.511,0.048,1.035,3.255,0.024,2.105
5.68,2.036,0.049,1.050,3.589,0.025,2.129
5.69,1.820,0.049,1.062,3.461,0.025,2.152
5.70,1.620,0.048,1.071,3.601,0.026,2.178
5.71,1.629,0.046,1.080,3.326,0.026,2.198
5.72,1.576,0.047,1.090,3.429,0.026,2.221
5.73,1.739,0.047,1.102,3.351,0.025,2.242
5.74,1.568,0.048,1.112,3.301,0.025,2.263
5.75,1.605,0.049,1.123,3.598,0.025,2.287
5.76,1.747,0.047,1.133,3.476,0.025,2.309
5.77,1.678,0.049,1.145,3.362,0.024,2.330
5.78,1.420,0.051,1.155,3.804,0.026,2.356
5.79,1.675,0.051,1.165,3.269,0.027,2.378
5.80,1.583,0.049,1.173,3.383,0.027,2.400
5.81,1.795,0.050,1.185,3.250,0.027,2.419
5.82,1.703,0.050,1.195,3.562,0.028,2.442
5.83,1.733,0.048,1.204,3.543,0.027,2.464
5.84,1.426,0.048,1.212,3.357,0.026,2.484
5.85,1.664,0.047,1.221,3.230,0.025,2.502
5.86,1.511,0.045,1.228,3.577,0.026,2.526
5.87,1.487,0.047,1.238,3.121,0.027,2.545
5.88,1.822,0.047,1.249,3.102,0.027,2.562
5.89,1.728,0.047,1.260,3.621,0.026,2.583
5.90,1.638,0.047,1.269,3.273,0.026,2.603
5.91,1.719,0.049,1.282,3.290,0.028,2.623
5.92,1.689,0.048,1.290,3.305,0.027,2.642
5.93,1.494,0.046,1.296,3.462,0.027,2.663
5.94,1.661,0.047,1.307,3.275,0.028,2.682
5.95,1.724,0.047,1.316,3.466,0.029,2.703
5.96,1.730,0.045,1.325,3.754,0.027,2.725
5.97,1.799,0.044,1.335,3.625,0.027,2.747
5.98,1.637,0.043,1.343,3.516,0.029,2.769
5.99,1.643,0.043,1.352,3.293,0.028,2.786
6.00,1.610,0.044,1.361,3.527,0.029,2.807
6.01,1.455,0.045,1.369,3.635,0.028,2.828
6.02,1.730,0.044,1.378,3.456,0.027,2.846
6.03,1.792,0.043,1.388,3.142,0.027,2.862
6.04,1.675,0.045,1.398,3.481,0.028,2.882
6.05,1.817,0.044,1.409,3.453,0.027,2.900
6.06,1.865,0.043,1.419,3.468,0.026,2.919
6.07,1.871,0.044,1.431,3.486,0.026,2.938
6.08,1.859,0.044,1.442,3.315,0.026,2.956
6.09,1.805,0.042,1.450,3.746,0.026,2.977
6.10,1.916,0.042,1.462,3.334,0.025,2.993
6.11,1.678,0.043,1.471,3.333,0.025,3.009
6.12,1.472,0.044,1.478,3.529,0.024,3.027
6.13,1.667,0.045,1.487,3.564,0.025,3.047
6.14,1.518,0.045,1.494,3.460,0.026,3.065
6.15,1.568,0.044,1.500,3.462,0.025,3.082
6.16,1.234,0.044,1.503,3.568,0.024,3.100
6.17,1.582,0.043,1.509,3.307,0.025,3.116
6.18,1.610,0.045,1.518,3.243,0.026,3.132
6.19,1.670,0.043,1.525,3.621,0.026,3.150
6.20,1.948,0.042,1.535,3.422,0.026,3.167
6.21,1.610,0.044,1.543,3.283,0.026,3.181
6.22,1.896,0.044,1.554,3.448,0.025,3.197
6.24,1.385,0.044,1.558,3.404,0.025,3.213
6.25,1.675,0.045,1.567,3.469,0.025,3.229
6.26,1.493,0.046,1.574,3.230,0.024,3.241
6.27,1.607,0.047,1.582,3.629,0.021,3.256
6.28,1.726,0.047,1.589,3.718,0.021,3.274
6.29,1.848,0.046,1.597,3.523,0.022,3.291
6.30,1.731,0.048,1.607,3.360,0.021,3.305
6.31,1.626,0.047,1.613,3.639,0.020,3.321
6.32,1.827,0.046,1.620,3.640,0.019,3.337
6.32,1.448,0.047,1.626,3.510,0.020,3.353
6.33,1.933,0.048,1.637,3.475,0.021,3.369
6.35,1.856,0.048,1.645,3.354,0.023,3.384
6.36,1.741,0.048,1.653,3.410,0.023,3.398
6.37,1.663,0.048,1.660,3.348,0.021,3.408
6.38,1.669,0.048,1.666,3.181,0.022,3.421
6.39,1.425,0.049,1.670,3.733,0.023,3.438
6.40,1.783,0.048,1.677,3.310,0.024,3.451
6.40,1.461,0.049,1.681,3.477,0.024,3.465
6.42,1.449,0.052,1.688,3.210,0.025,3.475
6.43,1.680,0.051,1.693,3.575,0.026,3.491
6.44,1.825,0.054,1.704,3.334,0.025,3.502
6.45,1.587,0.055,1.710,3.006,0.026,3.509
6.46,1.379,0.055,1.713,3.508,0.027,3.524
6.47,1.880,0.056,1.722,3.746,0.027,3.540
6.48,1.560,0.055,1.725,3.257,0.027,3.550
6.49,1.911,0.056,1.734,3.495,0.028,3.563
6.50,1.667,0.057,1.741,3.665,0.027,3.576
6.51,1.666,0.056,1.745,3.428,0.026,3.587
6.52,1.586,0.057,1.750,3.488,0.023,3.596
6.53,1.581,0.056,1.754,3.275,0.023,3.605
6.54,1.833,0.058,1.762,3.707,0.025,3.622
6.55,1.667,0.057,1.766,3.784,0.026,3.638
6.56,1.567,0.056,1.770,3.127,0.027,3.646
6.57,1.914,0.057,1.778,3.570,0.026,3.657
6.58,1.675,0.056,1.783,3.505,0.025,3.669
6.59,1.465,0.058,1.787,3.353,0.024,3.677
6.60,1.739,0.058,1.793,3.190,0.024,3.684
6.61,1.689,0.058,1.797,3.341,0.018,3.687
6.62,1.761,0.060,1.805,3.649,0.016,3.698
6.63,1.734,0.060,1.810,3.430,0.016,3.707
6.64,1.670,0.063,1.818,3.483,0.010,3.712
6.65,1.890,0.064,1.826,3.480,0.005,3.716
6.66,1.563,0.070,1.834,3.366,-0.007,3.713
6.67,2.334,0.076,1.853,3.629,-0.028,3.704
6.68,1.241,0.079,1.855,3.719,-0.033,3.713
6.69,1.561,0.079,1.857,3.638,-0.037,3.721
6.70,1.411,0.078,1.857,3.645,-0.039,3.731
6.71,1.796,0.080,1.863,3.460,-0.043,3.736
6.72,1.599,0.080,1.867,3.269,-0.045,3.741
6.73,2.094,0.080,1.876,3.988,-0.048,3.754
6.74,2.085,0.081,1.885,4.004,-0.052,3.766
6.75,2.527,0.082,1.901,4.427,-0.056,3.785
6.76,2.470,0.088,1.920,3.474,-0.063,3.787
6.77,1.683,0.095,1.930,4.490,-0.072,3.801
6.78,2.605,0.099,1.948,3.895,-0.081,3.805
6.79,2.263,0.104,1.964,4.140,-0.090,3.814
6.80,1.716,0.110,1.972,4.084,-0.094,3.826
6.81,1.755,0.124,1.990,3.795,-0.102,3.830
6.82,2.060,0.139,2.012,2.921,-0.110,3.825
6.83,2.886,0.159,2.049,4.179,-0.127,3.826
6.84,2.021,0.179,2.075,6.698,-0.148,3.853
6.85,-0.637,0.202,2.069,1.003,-0.178,3.802
6.86,0.312,0.233,2.084,-0.823,-0.233,3.701
6.87,0.204,0.276,2.107,3.119,-0.335,3.606
6.88,2.079,0.307,2.144,3.130,-0.475,3.474
6.89,1.628,0.335,2.171,2.104,-0.708,3.240
6.90,0.022,0.400,2.213,3.738,-1.098,2.873
6.91,1.234,0.484,2.288,5.589,-1.621,2.404
6.92,2.622,0.492,2.307,5.929,-2.171,1.919
6.93,-0.353,0.440,2.227,8.136,-2.745,1.445
6.94,-1.605,0.382,2.126,8.734,-3.360,0.944
6.95,0.631,0.300,2.031,7.678,-3.979,0.433
6.96,3.429,0.236,1.991,5.568,-4.633,-0.131
6.97,3.545,0.178,1.958,4.738,-5.376,-0.788
6.98,3.109,0.128,1.928,5.458,-6.114,-1.421
6.99,1.298,0.080,1.878,6.665,-6.846,-2.024
7.00,1.129,0.073,1.867,8.122,-7.618,-2.639
7.01,2.026,0.083,1.884,7.584,-8.462,-3.324
7.02,4.091,0.111,1.945,9.530,-9.340,-4.007
7.03,2.733,0.152,2.001,10.693,-10.204,-4.653
7.04,1.724,0.201,2.051,13.149,-11.061,-5.249
7.05,1.913,0.235,2.088,15.143,-11.911,-5.804
7.06,0.706,0.271,2.111,14.420,-12.777,-6.376
7.07,2.356,0.304,2.152,15.412,-13.697,-6.979
7.08,0.678,0.341,2.175,17.183,-14.662,-7.594
7.09,1.412,0.377,2.207,15.980,-15.739,-8.322
7.10,4.242,0.391,2.251,13.538,-16.684,-8.943
7.11,3.717,0.447,2.330,11.947,-17.588,-9.534
7.12,2.963,0.526,2.423,15.328,-18.479,-10.059
7.13,2.047,0.626,2.521,23.325,-19.325,-10.429
7.14,0.505,0.697,2.570,25.092,-20.115,-10.713
7.15,1.375,0.738,2.601,24.645,-20.892,-10.982
7.16,2.056,0.767,2.627,22.302,-21.647,-11.255
7.17,2.428,0.803,2.666,21.307,-22.361,-11.493
7.18,2.827,0.839,2.708,22.439,-23.025,-11.662
7.19,2.590,0.888,2.760,21.202,-23.665,-11.819
7.20,2.279,0.961,2.831,23.789,-24.324,-11.956
7.21,1.363,1.045,2.900,25.136,-25.004,-12.091
7.22,1.761,1.121,2.965,26.899,-25.661,-12.177
7.23,2.122,1.177,3.014,26.368,-26.237,-12.185
7.24,3.068,1.221,3.063,25.653,-26.733,-12.121
7.25,3.025,1.268,3.113,25.250,-27.193,-12.024
7.26,3.482,1.330,3.185,23.786,-27.716,-11.999
7.27,2.000,1.421,3.264,24.826,-28.233,-11.959
7.28,2.027,1.544,3.374,29.266,-28.731,-11.840
7.29,2.399,1.631,3.452,33.204,-29.164,-11.605
7.30,2.757,1.653,3.469,35.962,-29.471,-11.210
7.31,3.125,1.633,3.448,33.086,-29.650,-10.726
7.32,2.392,1.621,3.428,31.261,-29.725,-10.166
7.33,2.411,1.612,3.410,29.775,-29.751,-9.582
7.34,2.657,1.624,3.416,27.255,-29.777,-9.035
7.35,2.360,1.654,3.436,26.146,-29.857,-8.559
7.36,2.387,1.713,3.485,28.573,-29.987,-8.105
7.37,2.239,1.758,3.517,29.153,-30.166,-7.695
7.38,2.037,1.791,3.534,30.220,-30.369,-7.297
7.39,2.763,1.808,3.544,30.304,-30.576,-6.905
7.40,2.398,1.816,3.541,31.134,-30.769,-6.489
7.41,2.409,1.826,3.540,30.726,-30.950,-6.070
7.42,2.460,1.835,3.538,31.593,-31.098,-5.610
7.43,2.467,1.838,3.531,32.864,-31.189,-5.080
7.44,2.687,1.834,3.520,32.015,-31.210,-4.496
7.45,2.226,1.835,3.507,30.000,-31.215,-3.927
7.46,2.172,1.851,3.509,29.357,-31.248,-3.399
7.47,2.457,1.869,3.516,30.580,-31.293,-2.870
7.48,2.238,1.882,3.515,30.617,-31.344,-2.353
7.49,2.698,1.884,3.510,30.813,-31.423,-1.864
7.50,2.439,1.892,3.507,30.319,-31.529,-1.412
7.51,2.404,1.897,3.500,30.809,-31.647,-0.969
7.52,2.221,1.897,3.486,30.206,-31.790,-0.562
7.53,2.161,1.901,3.475,30.737,-31.957,-0.175
7.54,2.564,1.909,3.474,31.778,-32.111,0.237
7.55,2.915,1.915,3.475,33.451,-32.192,0.739
7.56,2.369,1.905,3.454,34.188,-32.191,1.328
7.57,2.384,1.895,3.431,32.729,-32.128,1.953
7.58,2.324,1.889,3.414,30.803,-32.056,2.556
7.59,2.758,1.892,3.410,31.048,-32.007,3.135
7.60,2.726,1.891,3.402,30.626,-31.987,3.690
7.61,2.083,1.893,3.390,30.320,-32.014,4.175
7.62,2.742,1.894,3.384,31.214,-32.075,4.632
7.63,2.415,1.896,3.375,31.539,-32.145,5.081
7.64,2.725,1.897,3.369,31.219,-32.190,5.547
7.65,2.737,1.908,3.374,30.904,-32.216,6.023
7.66,2.511,1.923,3.379,31.658,-32.235,6.512
7.68,2.093,1.936,3.377,31.900,-32.257,6.997
7.68,3.136,1.952,3.392,30.901,-32.287,7.456
7.69,2.244,1.976,3.402,30.846,-32.327,7.900
7.70,2.347,2.007,3.420,31.087,-32.388,8.323
7.71,2.687,2.044,3.448,31.553,-32.458,8.738
7.73,2.336,2.076,3.467,32.469,-32.522,9.169
7.73,2.436,2.096,3.474,33.436,-32.560,9.634
7.74,2.395,2.105,3.471,32.756,-32.574,10.109
7.76,2.198,2.115,3.465,31.456,-32.595,10.556
7.77,2.865,2.126,3.469,30.866,-32.637,10.970
7.78,2.393,2.148,3.478,31.237,-32.705,11.380
7.79,2.087,2.164,3.476,32.975,-32.773,11.789
7.80,2.227,2.166,3.463,32.644,-32.836,12.194
7.81,2.600,2.162,3.448,33.717,-32.864,12.645
7.82,2.010,2.162,3.430,32.510,-32.848,13.119
7.83,2.699,2.164,3.423,33.265,-32.794,13.636
7.84,2.209,2.164,3.407,31.954,-32.714,14.155
7.85,2.628,2.166,3.399,31.147,-32.651,14.642
7.86,2.601,2.164,3.387,30.340,-32.635,15.067
7.87,2.376,2.167,3.378,30.121,-32.684,15.422
7.88,3.448,2.171,3.382,30.502,-32.768,15.742
7.89,2.532,2.201,3.401,30.484,-32.852,16.060
7.90,2.343,2.237,3.423,33.015,-32.916,16.427
7.91,2.183,2.260,3.430,33.844,-32.950,16.830
7.92,2.316,2.269,3.424,34.820,-32.942,17.285
7.93,2.180,2.271,3.409,32.603,-32.910,17.729
7.94,2.521,2.276,3.403,32.075,-32.870,18.170
7.95,2.537,2.277,3.392,31.875,-32.833,18.600
7.96,2.413,2.282,3.384,31.604,-32.813,19.005
7.97,2.210,2.281,3.367,31.194,-32.822,19.372
7.98,2.507,2.283,3.357,30.610,-32.873,19.687
7.99,2.709,2.311,3.375,28.437,-32.959,19.935
8.00,2.760,2.361,3.416,30.361,-33.075,20.176
8.01,2.347,2.420,3.460,33.252,-33.192,20.452
8.02,2.054,2.461,3.481,35.624,-33.261,20.802
8.03,2.178,2.475,3.477,34.638,-33.279,21.188
8.04,2.637,2.484,3.474,33.284,-33.268,21.580
8.05,2.220,2.491,3.463,33.232,-33.240,21.984
8.06,2.500,2.494,3.453,32.663,-33.202,22.386
8.07,2.434,2.499,3.443,32.669,-33.156,22.791
8.08,2.391,2.502,3.432,32.579,-33.118,23.183
8.09,2.348,2.501,3.415,32.033,-33.097,23.546
8.10,2.070,2.512,3.407,31.946,-33.100,23.881
8.11,2.390,2.518,3.398,32.054,-33.124,24.193
8.12,2.265,2.527,3.390,32.343,-33.160,24.516
8.13,2.679,2.534,3.386,32.534,-33.186,24.825
8.14,2.441,2.545,3.382,32.144,-33.198,25.139
8.15,2.538,2.555,3.379,32.169,-33.202,25.457
8.16,2.335,2.558,3.367,32.710,-33.201,25.785
8.17,2.332,2.559,3.353,32.354,-33.204,26.099
8.18,2.348,2.563,3.341,31.950,-33.220,26.392
8.19,2.947,2.567,3.338,32.483,-33.243,26.682
8.20,2.530,2.578,3.336,32.011,-33.279,26.950
8.21,2.614,2.595,3.341,32.168,-33.318,27.214
8.22,2.407,2.614,3.345,33.015,-33.338,27.504
8.23,2.753,2.626,3.347,32.948,-33.342,27.805
8.24,2.426,2.638,3.344,32.425,-33.333,28.109
8.25,2.506,2.645,3.338,32.925,-33.320,28.420
8.26,2.570,2.648,3.328,32.532,-33.311,28.718
8.27,2.282,2.654,3.318,32.487,-33.301,29.013
8.28,2.113,2.659,3.305,32.806,-33.306,29.294
8.29,2.208,2.659,3.287,32.213,-33.332,29.567
8.30,2.473,2.662,3.276,31.680,-33.391,29.773
8.31,2.654,2.666,3.269,32.304,-33.465,29.970
8.32,2.647,2.668,3.260,32.777,-33.525,30.184
8.33,2.439,2.673,3.251,32.840,-33.570,30.411
8.34,2.436,2.684,3.248,33.352,-33.594,30.664
8.35,2.429,2.691,3.241,33.843,-33.586,30.950
8.36,2.719,2.691,3.231,33.039,-33.560,31.241
8.37,2.306,2.689,3.214,32.547,-33.535,31.521
8.38,2.262,2.686,3.196,32.808,-33.516,31.794
8.39,2.457,2.686,3.182,32.305,-33.510,32.045
8.40,2.547,2.685,3.169,31.999,-33.524,32.269
8.41,2.838,2.689,3.166,32.793,-33.549,32.489
8.42,2.216,2.687,3.148,32.153,-33.586,32.687
8.43,2.629,2.705,3.155,30.490,-33.640,32.842
8.44,2.051,2.751,3.182,33.105,-33.695,33.029
8.45,1.992,2.776,3.189,35.709,-33.706,33.292
8.46,2.433,2.783,3.182,34.730,-33.676,33.578
8.47,2.281,2.786,3.168,32.635,-33.644,33.835
8.48,2.399,2.789,3.158,32.352,-33.631,34.067
8.49,2.811,2.793,3.153,31.625,-33.645,34.258
8.50,2.900,2.810,3.163,31.321,-33.686,34.417
8.51,2.735,2.841,3.183,30.950,-33.741,34.555
8.52,2.594,2.881,3.211,32.735,-33.805,34.705
8.53,1.948,2.905,3.214,34.549,-33.865,34.881
8.54,2.106,2.918,3.208,32.894,-33.917,35.041
8.55,2.343,2.937,3.212,32.568,-33.980,35.183
8.56,2.797,2.960,3.225,32.425,-34.068,35.297
8.57,2.669,2.994,3.247,31.851,-34.178,35.380
8.58,2.112,3.042,3.274,32.866,-34.308,35.455
8.59,2.332,3.092,3.307,35.000,-34.422,35.572
8.60,1.865,3.122,3.313,36.555,-34.492,35.752
8.61,2.691,3.134,3.313,35.302,-34.516,35.959
8.62,2.420,3.139,3.301,33.819,-34.519,36.164
8.63,2.621,3.143,3.290,34.037,-34.517,36.397
8.64,2.538,3.144,3.277,33.819,-34.514,36.602
8.65,2.714,3.144,3.265,34.010,-34.501,36.817
8.66,2.525,3.146,3.252,34.058,-34.470,37.046
8.67,2.042,3.150,3.235,32.581,-34.452,37.240
8.68,2.357,3.163,3.231,32.918,-34.463,37.407
8.69,2.267,3.171,3.222,32.887,-34.498,37.548
8.70,2.213,3.179,3.211,32.712,-34.569,37.648
8.71,2.667,3.188,3.207,32.496,-34.672,37.713
8.72,2.934,3.213,3.223,31.055,-34.809,37.723
8.73,2.951,3.260,3.261,33.753,-34.952,37.764
8.74,2.715,3.291,3.278,36.153,-35.056,37.872
8.75,2.533,3.305,3.277,36.111,-35.103,38.035
8.76,2.434,3.307,3.263,36.222,-35.105,38.240
