elapsed_sec,pitch_accel,pitch_gyro,pitch_kalman,roll_accel,roll_gyro,roll_kalman
4.66,1.980,-0.004,1.257,3.966,0.056,2.511
4.67,2.138,-0.005,1.282,4.066,0.056,2.558
4.68,2.031,-0.005,1.305,4.146,0.056,2.606
4.69,1.989,-0.003,1.330,4.177,0.056,2.656
4.70,1.769,-0.006,1.344,3.800,0.059,2.699
4.71,1.688,-0.007,1.357,3.933,0.061,2.742
4.72,2.007,-0.008,1.379,3.974,0.063,2.786
4.73,1.969,-0.006,1.401,3.759,0.065,2.825
4.74,1.770,-0.008,1.415,3.537,0.065,2.855
4.75,1.948,-0.008,1.435,3.330,0.066,2.881
4.76,1.720,-0.007,1.450,3.416,0.064,2.906
4.77,1.988,-0.008,1.469,3.743,0.066,2.942
4.78,1.802,-0.009,1.484,3.178,0.066,2.962
4.79,1.946,-0.009,1.502,3.362,0.066,2.986
4.80,1.653,-0.008,1.515,3.508,0.063,3.010
4.81,1.695,-0.008,1.527,3.333,0.062,3.031
4.82,1.543,-0.009,1.534,3.317,0.062,3.053
4.83,1.859,-0.007,1.552,3.205,0.062,3.072
4.84,1.558,-0.006,1.560,3.300,0.064,3.093
4.85,1.674,-0.006,1.571,3.205,0.064,3.111
4.86,1.876,-0.003,1.589,3.565,0.065,3.138
4.87,1.734,-0.003,1.600,3.271,0.064,3.155
4.88,1.687,-0.004,1.609,3.352,0.064,3.175
4.89,1.594,-0.004,1.617,3.371,0.063,3.193
4.90,1.782,-0.006,1.627,3.312,0.065,3.213
4.91,1.513,-0.006,1.632,3.507,0.064,3.235
4.93,1.711,-0.007,1.641,3.369,0.064,3.253
4.94,1.843,-0.008,1.653,3.811,0.063,3.281
4.95,1.637,-0.008,1.660,3.709,0.063,3.307
4.95,1.939,-0.010,1.673,3.519,0.063,3.328
4.96,1.918,-0.010,1.687,3.455,0.064,3.348
4.98,1.528,-0.010,1.692,3.849,0.065,3.377
4.99,1.767,-0.009,1.702,3.784,0.065,3.403
4.99,1.777,-0.007,1.714,3.666,0.066,3.427
5.01,1.876,-0.006,1.727,3.486,0.065,3.443
5.01,2.057,-0.005,1.745,3.439,0.066,3.459
5.03,1.713,-0.006,1.751,3.838,0.066,3.485
5.04,1.980,-0.005,1.767,3.604,0.066,3.505
5.05,1.704,-0.004,1.775,3.320,0.064,3.514
5.06,1.855,-0.001,1.787,3.696,0.066,3.536
5.07,1.598,-0.001,1.791,3.633,0.067,3.555
5.08,1.820,0.000,1.801,3.571,0.069,3.573
5.09,2.008,-0.001,1.814,3.532,0.069,3.587
5.10,1.681,-0.000,1.818,3.533,0.069,3.601
5.11,1.602,0.002,1.822,3.846,0.070,3.624
5.12,1.583,0.003,1.825,3.497,0.069,3.635
5.13,1.977,0.004,1.837,3.866,0.069,3.658
5.14,1.646,0.003,1.840,3.577,0.070,3.672
5.15,1.935,0.005,1.852,3.553,0.070,3.684
5.16,1.701,0.006,1.857,3.895,0.068,3.704
5.17,1.919,0.010,1.870,3.859,0.067,3.722
5.18,1.766,0.012,1.877,3.612,0.065,3.733
5.19,1.612,0.013,1.878,3.699,0.065,3.748
5.20,1.653,0.013,1.880,3.715,0.067,3.764
5.21,1.655,0.010,1.878,3.646,0.067,3.778
5.22,1.716,0.009,1.880,3.722,0.069,3.794
5.23,1.864,0.006,1.884,3.451,0.071,3.800
5.24,1.839,0.005,1.890,3.625,0.072,3.811
5.25,1.985,0.004,1.899,4.209,0.069,3.836
5.26,2.381,0.007,1.923,4.962,0.065,3.880
5.27,1.608,0.009,1.925,3.556,0.058,3.879
5.28,1.980,0.010,1.935,2.844,0.053,3.860
5.29,1.568,0.013,1.934,3.909,0.049,3.872
5.30,1.636,0.016,1.936,3.280,0.043,3.865
5.31,1.602,0.018,1.936,3.625,0.041,3.871
5.32,1.548,0.019,1.933,3.228,0.040,3.867
5.33,1.870,0.019,1.938,3.349,0.041,3.867
5.34,2.025,0.018,1.947,3.412,0.040,3.867
5.35,1.847,0.021,1.955,3.402,0.039,3.868
5.36,1.762,0.025,1.959,3.371,0.034,3.863
5.37,2.043,0.028,1.972,3.551,0.031,3.865
5.38,2.133,0.031,1.987,3.601,0.027,3.867
5.39,1.654,0.032,1.985,3.679,0.023,3.872
5.40,1.808,0.033,1.989,3.966,0.019,3.885
5.41,1.822,0.035,1.992,3.630,0.018,3.891
5.42,1.625,0.033,1.987,3.565,0.017,3.894
5.43,1.884,0.033,1.990,3.773,0.016,3.904
5.44,1.802,0.032,1.990,3.809,0.015,3.913
5.45,1.728,0.031,1.989,3.548,0.012,3.914
5.46,1.768,0.031,1.989,3.433,0.013,3.914
5.47,1.744,0.031,1.988,3.860,0.015,3.928
5.48,2.218,0.031,2.002,4.106,0.015,3.947
5.49,1.955,0.031,2.007,3.726,0.012,3.952
5.50,1.604,0.034,2.004,3.304,0.010,3.943
5.51,1.711,0.035,2.004,3.588,0.007,3.944
5.52,1.658,0.037,2.002,3.607,0.005,3.945
5.53,1.661,0.040,2.001,3.313,0.003,3.937
5.54,1.764,0.040,2.000,3.599,0.005,3.942
5.55,1.645,0.041,1.997,3.589,0.008,3.949
5.56,1.811,0.040,1.996,3.618,0.012,3.955
5.57,1.976,0.039,2.000,3.589,0.017,3.962
5.58,1.915,0.038,2.003,3.722,0.019,3.969
5.59,1.763,0.037,2.001,3.497,0.019,3.967
5.60,1.708,0.039,2.000,3.729,0.016,3.970
5.61,1.911,0.041,2.005,3.623,0.014,3.969
5.62,1.462,0.042,1.995,3.674,0.012,3.971
5.63,1.855,0.044,1.999,3.667,0.009,3.971
5.64,1.604,0.044,1.993,3.731,0.007,3.973
5.65,1.872,0.045,1.995,3.601,0.005,3.972
5.66,2.061,0.047,2.005,4.131,0.003,3.988
5.67,1.719,0.049,2.004,3.764,0.001,3.990
5.68,1.911,0.050,2.007,3.629,-0.002,3.989
5.69,2.103,0.051,2.016,3.856,-0.001,3.996
5.70,1.938,0.051,2.019,3.906,-0.001,4.006
5.71,1.849,0.052,2.020,3.560,-0.001,4.004
5.72,1.990,0.052,2.025,3.722,0.002,4.011
5.73,1.904,0.051,2.026,3.324,0.003,4.003
5.74,2.002,0.051,2.030,3.650,0.005,4.005
5.75,1.984,0.052,2.035,3.819,0.008,4.013
5.76,1.746,0.051,2.031,3.484,0.010,4.010
5.77,2.012,0.050,2.035,3.599,0.012,4.010
5.78,1.967,0.050,2.037,3.683,0.013,4.012
5.79,2.064,0.051,2.044,3.385,0.011,4.002
5.80,2.036,0.054,2.052,3.165,0.009,3.985
5.81,1.968,0.055,2.056,2.752,0.005,3.954
5.82,2.562,0.053,2.074,2.846,0.013,3.937
5.83,0.543,0.058,2.037,5.432,0.012,3.992
5.84,1.933,0.062,2.043,3.510,0.012,3.987
5.85,1.697,0.063,2.038,3.137,0.013,3.971
5.86,1.805,0.064,2.036,3.372,0.014,3.964
5.87,1.799,0.064,2.034,3.733,0.015,3.967
5.88,1.644,0.062,2.025,3.523,0.014,3.962
5.89,1.468,0.062,2.012,3.688,0.014,3.963
5.90,1.991,0.062,2.016,3.353,0.013,3.952
5.91,1.897,0.065,2.019,3.352,0.010,3.940
5.92,1.748,0.064,2.014,3.402,0.008,3.930
5.93,1.940,0.064,2.016,3.562,0.006,3.926
5.94,1.720,0.065,2.012,2.987,0.004,3.904
5.95,1.416,0.066,1.999,3.833,0.003,3.909
5.96,2.116,0.066,2.006,3.444,0.000,3.900
5.97,1.742,0.069,2.005,3.402,-0.005,3.887
5.98,1.657,0.070,1.999,3.141,-0.007,3.871
5.99,1.592,0.070,1.990,3.519,-0.009,3.865
6.00,1.745,0.071,1.987,3.401,-0.010,3.858
6.01,1.947,0.071,1.989,3.524,-0.010,3.855
6.02,1.703,0.072,1.984,3.142,-0.009,3.841
6.03,1.636,0.071,1.977,3.852,-0.005,3.852
6.04,2.252,0.071,1.988,3.733,-0.007,3.854
6.05,1.789,0.068,1.982,3.445,-0.007,3.849
6.06,1.697,0.071,1.980,3.246,-0.009,3.836
6.07,1.866,0.071,1.980,3.614,-0.014,3.831
6.08,2.113,0.074,1.990,4.664,-0.020,3.857
6.09,1.892,0.075,1.991,3.076,-0.030,3.831
6.10,1.534,0.079,1.984,3.304,-0.034,3.817
6.11,1.602,0.079,1.976,3.315,-0.036,3.806
6.12,1.703,0.078,1.969,3.620,-0.035,3.808
6.13,1.964,0.079,1.973,3.719,-0.037,3.809
6.14,1.931,0.081,1.976,3.847,-0.038,3.816
6.15,1.849,0.085,1.978,3.510,-0.041,3.810
6.16,1.902,0.089,1.983,3.670,-0.045,3.807
6.17,1.533,0.092,1.974,4.051,-0.049,3.817
6.18,1.932,0.094,1.978,3.657,-0.052,3.816
6.19,1.967,0.096,1.982,3.703,-0.053,3.817
6.20,1.824,0.098,1.982,3.554,-0.051,3.817
6.21,1.884,0.098,1.982,3.684,-0.052,3.819
6.22,1.805,0.099,1.979,3.484,-0.054,3.812
6.23,2.342,0.101,1.995,3.996,-0.057,3.821
6.24,2.178,0.101,2.003,3.990,-0.061,3.828
6.25,1.743,0.103,1.999,3.947,-0.066,3.833
6.27,1.978,0.102,2.001,4.000,-0.075,3.836
6.28,2.013,0.105,2.007,3.745,-0.079,3.835
6.28,1.923,0.102,2.003,3.425,-0.079,3.829
6.29,2.239,0.100,2.011,3.941,-0.080,3.836
6.30,2.278,0.100,2.022,3.770,-0.083,3.838
6.31,1.929,0.102,2.024,4.083,-0.090,3.844
6.32,2.144,0.105,2.033,3.756,-0.096,3.842
6.33,2.165,0.106,2.041,3.935,-0.105,3.842
6.35,1.901,0.106,2.039,3.858,-0.109,3.845
6.36,2.168,0.105,2.045,3.879,-0.112,3.849
6.36,2.141,0.103,2.048,3.959,-0.113,3.857
6.38,1.800,0.104,2.044,3.471,-0.118,3.847
6.39,2.209,0.100,2.047,4.048,-0.120,3.857
6.40,2.171,0.104,2.058,3.549,-0.142,3.831
6.40,1.808,0.107,2.056,3.673,-0.159,3.816
6.42,2.058,0.112,2.063,3.592,-0.179,3.796
6.43,2.053,0.113,2.067,3.926,-0.195,3.790
6.44,2.077,0.117,2.074,3.970,-0.210,3.787
6.45,2.209,0.119,2.082,3.866,-0.217,3.789
6.46,1.773,0.115,2.072,3.569,-0.216,3.788
6.47,1.986,0.114,2.071,3.639,-0.219,3.787
6.48,1.615,0.111,2.057,3.553,-0.227,3.778
6.49,1.896,0.114,2.056,3.417,-0.252,3.748
6.50,2.014,0.118,2.061,3.167,-0.299,3.690
6.51,1.456,0.133,2.060,2.954,-0.421,3.555
6.52,2.223,0.146,2.080,3.950,-0.532,3.465
6.53,1.845,0.158,2.087,3.265,-0.649,3.351
6.53,1.852,0.182,2.105,4.105,-0.777,3.255
6.55,0.963,0.204,2.093,4.833,-0.933,3.158
6.56,0.715,0.226,2.073,4.245,-1.103,3.032
6.57,2.334,0.227,2.084,3.122,-1.289,2.861
6.58,0.969,0.248,2.072,4.963,-1.621,2.611
6.59,1.993,0.251,2.073,6.801,-2.001,2.379
6.60,2.040,0.232,2.054,5.195,-2.440,2.048
6.61,2.941,0.202,2.054,2.693,-2.927,1.606
6.62,3.779,0.160,2.067,3.178,-3.470,1.137
6.63,1.719,0.138,2.037,5.459,-4.065,0.704
6.64,0.102,0.087,1.930,8.216,-4.680,0.351
6.65,0.982,0.042,1.859,10.221,-5.281,0.085
6.66,2.375,0.017,1.851,6.443,-5.839,-0.243
6.67,3.199,-0.009,1.868,5.376,-6.416,-0.611
6.68,1.921,-0.017,1.863,8.648,-7.012,-0.883
6.69,0.494,-0.034,1.806,10.670,-7.646,-1.118
6.70,0.933,-0.043,1.772,9.750,-8.332,-1.422
6.71,2.602,-0.033,1.807,7.758,-9.137,-1.889
6.72,3.422,-0.002,1.888,5.919,-10.078,-2.526
6.73,2.059,0.045,1.940,12.381,-10.997,-2.924
6.74,2.915,0.081,2.007,15.295,-11.869,-3.168
6.75,1.666,0.121,2.037,16.196,-12.767,-3.391
6.76,2.999,0.133,2.080,14.875,-13.523,-3.509
6.77,3.272,0.164,2.149,12.361,-14.279,-3.694
6.78,2.709,0.220,2.222,12.861,-15.060,-3.878
6.79,4.019,0.291,2.349,15.489,-15.836,-3.965
6.80,2.819,0.371,2.443,18.755,-16.580,-3.912
6.81,2.252,0.456,2.523,18.936,-17.284,-3.810
6.82,0.292,0.529,2.529,25.473,-17.903,-3.421
6.83,-0.190,0.559,2.477,24.643,-18.458,-2.998
6.84,2.288,0.577,2.489,19.241,-19.038,-2.771
6.85,0.767,0.592,2.453,17.198,-19.663,-2.649
6.86,1.072,0.612,2.431,20.018,-20.310,-2.460
6.87,2.552,0.628,2.450,20.535,-21.005,-2.300
6.88,1.575,0.666,2.461,22.453,-21.721,-2.100
6.89,0.776,0.671,2.414,23.893,-22.469,-1.885
6.90,2.142,0.681,2.416,23.103,-23.223,-1.699
6.91,2.669,0.683,2.425,24.509,-23.966,-1.457
6.92,1.898,0.672,2.398,25.715,-24.709,-1.177
6.93,1.224,0.639,2.329,27.789,-25.490,-0.872
6.94,1.842,0.581,2.257,27.467,-26.291,-0.595
6.95,3.310,0.520,2.229,22.364,-27.137,-0.519
6.96,3.092,0.525,2.261,22.635,-28.032,-0.477
6.97,3.651,0.537,2.315,26.660,-28.920,-0.300
6.98,3.250,0.593,2.397,25.764,-29.741,-0.082
6.99,2.145,0.701,2.495,27.404,-30.503,0.246
7.00,4.971,0.737,2.606,34.590,-31.050,0.999
7.01,-0.239,0.790,2.571,32.529,-31.608,1.667
7.02,3.407,0.849,2.654,33.497,-32.121,2.397
7.03,1.003,0.862,2.616,33.304,-32.626,3.116
7.04,3.255,0.899,2.672,31.647,-33.128,3.775
7.05,0.931,0.940,2.658,30.849,-33.661,4.367
7.06,1.417,0.995,2.673,33.057,-34.219,4.993
7.07,0.871,1.037,2.658,35.634,-34.792,5.672
7.08,1.630,1.065,2.652,34.626,-35.381,6.294
7.09,2.271,1.090,2.662,32.255,-36.104,6.737
7.10,2.550,1.131,2.696,31.552,-36.838,7.110
7.11,0.912,1.228,2.734,35.612,-37.502,7.672
7.12,1.559,1.311,2.776,36.494,-38.152,8.266
7.13,2.701,1.354,2.813,38.602,-38.823,8.895
7.14,1.457,1.390,2.803,38.407,-39.445,9.556
7.15,-0.960,1.445,2.737,38.960,-40.074,10.214
7.16,4.561,1.481,2.824,40.400,-40.717,10.893
7.17,2.927,1.502,2.844,42.114,-41.249,11.719
7.18,2.369,1.513,2.836,42.420,-41.752,12.568
7.19,1.728,1.519,2.803,40.894,-42.198,13.407
7.20,1.480,1.526,2.765,42.961,-42.611,14.325
7.21,1.413,1.535,2.728,38.953,-43.068,15.058
7.22,2.528,1.526,2.707,42.778,-43.470,15.947
7.23,3.659,1.522,2.727,45.234,-43.760,17.000
7.24,2.181,1.516,2.700,43.085,-43.946,18.066
7.25,2.372,1.515,2.684,43.110,-44.100,19.137
7.26,2.212,1.515,2.663,43.640,-44.200,20.299
7.27,2.145,1.518,2.645,43.881,-44.235,21.458
7.28,1.797,1.517,2.613,41.897,-44.270,22.528
7.29,1.849,1.522,2.588,40.972,-44.350,23.498
7.30,2.354,1.528,2.580,42.078,-44.460,24.449
7.31,1.966,1.527,2.554,41.492,-44.592,25.337
7.32,2.403,1.525,2.542,42.377,-44.760,26.194
7.33,1.755,1.518,2.504,43.732,-44.922,27.077
7.34,1.498,1.504,2.453,43.980,-45.047,27.982
7.35,1.757,1.487,2.409,43.631,-45.138,28.887
7.36,2.817,1.472,2.400,42.198,-45.253,29.701
7.37,1.845,1.463,2.367,42.837,-45.406,30.476
7.38,2.137,1.455,2.345,44.993,-45.536,31.320
7.39,1.655,1.444,2.307,45.409,-45.612,32.208
7.40,2.217,1.437,2.290,45.116,-45.623,33.127
7.41,2.641,1.432,2.288,44.634,-45.597,34.041
7.42,2.495,1.425,2.280,43.348,-45.562,34.900
7.43,2.184,1.425,2.270,41.516,-45.572,35.637
7.44,1.736,1.427,2.248,42.682,-45.648,36.324
7.45,2.304,1.425,2.241,44.443,-45.705,37.064
7.46,2.415,1.425,2.239,44.187,-45.744,37.793
7.47,1.862,1.427,2.221,44.787,-45.758,38.545
7.48,2.424,1.425,2.219,45.282,-45.722,39.339
7.49,1.881,1.420,2.196,43.999,-45.667,40.090
7.50,1.763,1.423,2.178,42.891,-45.622,40.775
7.51,2.281,1.428,2.178,43.038,-45.591,41.431
7.52,2.141,1.430,2.172,43.164,-45.577,42.055
7.53,2.396,1.430,2.171,43.074,-45.570,42.650
7.54,2.395,1.435,2.175,42.337,-45.580,43.189
7.55,2.634,1.467,2.213,41.970,-45.580,43.708
7.56,2.264,1.523,2.261,42.179,-45.558,44.240
7.57,1.495,1.581,2.287,45.774,-45.512,44.887
7.58,1.789,1.620,2.302,44.755,-45.441,45.509
7.59,2.051,1.645,2.311,42.766,-45.393,46.027
7.60,2.060,1.678,2.327,42.036,-45.383,46.525
7.61,2.184,1.708,2.343,42.370,-45.411,46.924
7.62,2.226,1.737,2.360,44.037,-45.442,47.357
7.63,1.664,1.755,2.349,44.537,-45.459,47.806
7.64,1.590,1.768,2.329,43.368,-45.490,48.189
7.65,2.210,1.785,2.333,42.869,-45.534,48.532
7.66,2.448,1.810,2.353,42.780,-45.585,48.853
7.67,2.668,1.840,2.383,44.108,-45.631,49.208
7.68,2.212,1.865,2.394,44.284,-45.657,49.575
7.69,1.601,1.884,2.380,44.254,-45.672,49.939
7.70,1.769,1.902,2.370,44.379,-45.676,50.305
7.71,1.979,1.908,2.355,44.609,-45.676,50.669
7.72,1.947,1.909,2.334,43.516,-45.684,50.977
7.73,2.002,1.913,2.319,43.307,-45.715,51.246
7.74,2.000,1.915,2.302,43.807,-45.744,51.522
7.75,2.585,1.914,2.301,44.350,-45.763,51.813
7.76,2.440,1.916,2.297,44.500,-45.765,52.113
7.77,2.030,1.918,2.281,44.435,-45.738,52.480
7.78,2.174,1.919,2.270,43.965,-45.703,52.774
7.79,2.149,1.923,2.261,43.737,-45.673,53.044
7.81,2.345,1.928,2.258,43.685,-45.651,53.294
7.82,1.823,1.934,2.242,42.603,-45.657,53.473
7.83,1.807,1.938,2.223,43.431,-45.669,53.663
7.84,2.290,1.938,2.215,44.717,-45.636,53.927
7.85,1.978,1.941,2.202,43.575,-45.596,54.151
7.86,2.409,1.945,2.203,44.269,-45.544,54.398
7.86,1.818,1.948,2.184,43.726,-45.483,54.627
7.88,2.155,1.952,2.177,43.931,-45.415,54.860
7.89,2.378,1.953,2.176,44.290,-45.321,55.116
7.90,1.991,1.954,2.161,43.301,-45.233,55.327
7.90,2.467,1.954,2.161,42.563,-45.174,55.475
7.92,2.198,1.955,2.154,42.415,-45.134,55.593
7.93,2.502,1.954,2.154,42.310,-45.129,55.665
7.94,2.304,1.954,2.149,42.861,-45.152,55.721
7.95,2.180,1.950,2.137,42.842,-45.187,55.759
7.96,1.847,1.950,2.119,43.161,-45.231,55.793
7.97,2.222,1.950,2.112,43.892,-45.261,55.859
7.98,2.023,1.952,2.102,44.557,-45.260,55.968
7.99,2.164,1.957,2.099,44.364,-45.212,56.111
8.00,2.172,1.962,2.097,43.776,-45.134,56.256
8.01,2.381,1.965,2.100,42.842,-45.064,56.358
8.02,2.516,1.969,2.106,41.938,-45.032,56.386
8.03,2.373,1.969,2.105,42.528,-45.022,56.407
8.04,1.944,1.970,2.093,42.408,-45.031,56.400
8.05,2.421,1.970,2.094,43.208,-45.042,56.413
8.06,2.613,1.967,2.097,43.769,-45.035,56.455
8.07,2.050,1.965,2.085,42.486,-45.020,56.461
8.08,1.905,1.966,2.072,42.889,-45.008,56.470
8.09,2.179,1.964,2.064,42.687,-45.004,56.463
8.10,2.449,1.964,2.068,42.501,-45.023,56.422
8.11,2.199,1.964,2.063,42.830,-45.058,56.374
8.12,2.282,1.960,2.056,43.206,-45.092,56.373
8.13,1.845,1.961,2.042,43.828,-45.110,56.363
8.14,2.108,1.959,2.034,43.713,-45.102,56.372
8.15,2.009,1.959,2.024,43.614,-45.083,56.385
8.16,2.253,1.959,2.022,43.696,-45.048,56.410
8.17,2.336,1.959,2.024,43.367,-45.001,56.432
8.18,2.259,1.961,2.024,42.749,-44.954,56.431
8.19,2.451,1.962,2.030,42.846,-44.919,56.418
8.20,2.122,1.962,2.024,41.719,-44.929,56.322
8.21,2.406,1.963,2.029,42.456,-44.972,56.215
8.22,2.160,1.965,2.026,42.773,-45.021,56.111
8.23,1.917,1.970,2.020,43.764,-45.055,56.051
8.24,1.957,1.973,2.013,44.934,-45.045,56.068
8.25,1.833,1.976,2.002,43.747,-44.996,56.082
8.26,2.394,1.983,2.012,43.589,-44.925,56.108
8.27,2.516,1.989,2.026,42.395,-44.852,56.096
8.28,2.339,2.007,2.045,40.821,-44.821,55.990
8.29,2.322,2.031,2.068,40.682,-44.849,55.852
8.30,2.023,2.060,2.087,42.637,-44.912,55.708
8.31,1.888,2.074,2.087,43.701,-44.995,55.578
8.32,1.651,2.082,2.073,44.305,-45.057,55.486
8.33,1.937,2.088,2.067,43.594,-45.090,55.401
8.34,1.729,2.098,2.058,44.949,-45.086,55.392
8.35,2.097,2.102,2.055,44.145,-45.039,55.396
8.36,2.610,2.107,2.069,42.694,-44.988,55.357
8.37,2.198,2.114,2.071,42.496,-44.949,55.297
8.38,2.370,2.122,2.081,41.784,-44.935,55.189
8.39,2.500,2.139,2.103,42.006,-44.940,55.069
8.40,1.967,2.154,2.105,42.686,-44.974,54.941
8.41,2.369,2.165,2.116,43.904,-44.998,54.860
8.42,1.937,2.177,2.115,43.631,-45.001,54.791
8.43,1.729,2.189,2.107,42.648,-45.001,54.692
8.44,1.561,2.208,2.100,42.355,-45.004,54.582
8.45,1.772,2.231,2.105,43.238,-45.011,54.494
8.46,2.290,2.254,2.125,44.089,-45.006,54.443
8.47,1.588,2.261,2.107,44.499,-44.980,54.423
8.48,2.208,2.264,2.105,43.320,-44.950,54.368
8.49,2.177,2.265,2.100,42.494,-44.931,54.277
8.50,2.099,2.273,2.100,41.715,-44.937,54.135
8.51,2.832,2.296,2.136,40.907,-44.974,53.940
8.52,2.380,2.330,2.168,42.342,-45.042,53.760
8.53,2.281,2.370,2.203,42.840,-45.128,53.580
8.54,1.490,2.405,2.207,45.239,-45.187,53.503
8.55,1.611,2.430,2.205,45.264,-45.199,53.471
8.56,1.984,2.450,2.210,44.773,-45.168,53.464
8.57,1.838,2.459,2.199,45.195,-45.103,53.501
8.58,2.342,2.461,2.196,43.322,-45.033,53.482
8.59,2.508,2.460,2.197,41.796,-44.997,53.380
8.60,2.090,2.462,2.187,41.858,-45.021,53.221
8.61,2.870,2.468,2.205,41.709,-45.099,53.008
8.62,2.514,2.482,2.221,42.636,-45.187,52.815
8.63,1.695,2.498,2.211,44.567,-45.261,52.718
8.64,1.831,2.513,2.206,44.542,-45.291,52.643
8.65,2.196,2.525,2.209,45.051,-45.264,52.638
8.66,2.129,2.532,2.205,44.666,-45.194,52.662
8.67,2.241,2.533,2.198,42.887,-45.117,52.634
8.68,2.368,2.537,2.199,41.813,-45.081,52.531
8.69,2.267,2.545,2.201,41.170,-45.111,52.344
8.70,2.571,2.563,2.221,41.817,-45.183,52.139
8.71,2.509,2.581,2.239,43.517,-45.264,51.981
8.72,2.233,2.602,2.252,44.079,-45.329,51.858
